,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,price_predicted
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3,1,3,3703.780259871175
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2,2,1,2757.14368168695
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,2,3,2,15037.075832067498
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,7,5,3,5967.072508901907
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,3,2,2,880.8923461242848
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,6,6,2,9948.081283593294
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,8,3,1,2520.12588652426
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,5,5,1,7349.620149088012
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,5,7,2,564.9956530178715
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,3,2,2,1330.258234338915
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6,1,1,8106.241140589971
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,4,2,3,1960.489507946826
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,1,5,3,6864.20785744184
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3,2,5,3939.9523583098216
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,4,4,1,4223.712335628779
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,2,3,2,8028.634671152497
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,2,3,3,129.07060702887884
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,4,3,1,1058.0226230255357
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4,5,2,4140.433720240874
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,4,6,3,5972.184291655703
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3,4,3,2606.100097843142
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,3,2,2,1247.1672857497833
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4,6,3,4393.659494128366
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,4,3,1,818.9359382711482
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,4,6,3,829.4304859751646
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,5,4,1,3803.74621532938
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,5,5,3,13268.348614302622
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,3,2,3,12384.84601696759
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,2,4,1,1330.586688913123
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,6,3,1,1874.1826997321386
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,3,5,2,2196.9293016371175
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,3,2,3,819.8365641538712
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5,5,1,7601.5619455795895
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,3,1,3,313.64111943357784
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,3,3,4,606.192834665695
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,3,5,2,9148.365443947429
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,3,1,1,1582.5399554001342
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,3,1,1,1678.5561176790543
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4,4,3,4965.762226899617
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,6,2,1,9526.441020698716
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,2,3,1,4731.052926223025
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,2,4,2,5297.938689986395
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,5,4,5,4445.231115663305
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,5,4,1,2076.235945309465
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,2,7,1,5258.401785168265
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,4,4,3,3112.430677592255
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,6,5,4,4492.339676168875
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,5,2,1,1156.907502756947
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,6,3,2,1161.7863069743053
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,5,2,2,868.2033458888181
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,2,1,3,5413.421043093858
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,7,5,4,1452.899567431923
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,6,2,3,661.9730353368195
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8,1,4,14217.765029056849
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,4,6,3,13969.565759821704
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,7,7,2,9397.155276435267
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,2,7,2,11791.312084805892
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3,4,1,2886.4575961170976
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,3,4,1,4632.06271620115
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,3,1,1,759.963850810971
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,7,2,3,1256.2629625915615
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,2,4,1,4987.761980812846
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,5,5,2,707.2206742509152
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,2,1,2,4442.008245529895
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2,5,3,1690.9926604288685
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,2,4,2,631.6121303042255
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,6,4,4,420.4848971212614
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4,2,1,3585.2881125801996
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,5,2,3,2036.6187384002515
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,3,2,4,520.3469847297802
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,5,5,3,500.9808686753222
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,5,1,2,14139.239517364185
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,4,6,2,777.9681028901305
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4,5,2,4320.253495596665
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,7,2,2,1503.366402577336
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,2,1,3,9391.509111980802
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,2,2,2,4818.114230293414
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2,2,3,1335.2260142760224
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,4,2,3,1890.742973390601
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,3,2,5,4955.092820727999
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4,5,2,5303.758377052988
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6,3,1,8340.260188658514
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,2,3,3,-107.76447023460878
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,1,4,3,3024.979110322222
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,3,1,4,961.600629503535
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,3,2,2,5310.521512929183
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,5,4,3,4329.917234682264
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,2,3,1,7329.520926061617
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,4,4,3,10718.933514029904
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,4,5,3,1136.691072487035
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,4,4,4,264.60148638091414
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,6,4,1,957.4103575611534
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,3,1,1,771.3748545128947
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,6,3,1,873.3854342071663
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,5,1,1,3061.5164181906093
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,7,5,2,6528.860657637851
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,4,5,1,582.8625476027864
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2,4,2,1796.327192315066
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,3,6,3,11037.644672191169
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6,4,2,7454.630729148666
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,5,6,3,2111.513422031021
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,6,4,3,14704.439602642333
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,2,1,4,3582.3228730557203
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,4,1,1,1538.1207711238458
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,4,2,1,3287.1026582153427
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,3,6,2,19528.819407989005
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,2,4,2,-44.035166039879186
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,2,3,3,-309.5419517643086
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,2,2,3,1238.9464627072357
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,5,2,1,1797.5230226941258
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,5,4,2,7849.515538193566
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,2,3,3,14579.941755355721
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,4,5,1,10531.123823302018
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,7,3,1,1007.3832589302001
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3,7,4,3265.7278510583437
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,6,5,1,7232.524387594166
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,3,5,4,4376.913170801175
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,5,6,4,2095.916085399289
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,8,4,2,1204.7403977743725
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,2,5,2,5711.607654669771
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,4,5,1,1497.5030177667018
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,5,6,2,1483.8823667871584
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,3,3,2,5193.971443196244
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,2,2,3,562.552905703009
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,3,6,4,519.4772321523524
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,2,6,1,496.44847100728475
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,1,5,2,4802.643126861322
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,5,4,3745.1961102288587
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,7,5,2,753.9970445105446
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,7,5,4,483.16435957230897
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,6,5,1,845.8879298411648
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,4,1,3,3407.947140818291
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,5,6,4,10041.068252957206
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2,2,3,2122.6329018338056
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,4,4,4,-20.639717506071065
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,5,3,1,6943.871726903291
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,5,1,2,7660.196354849162
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,4,6,3,5244.514596936922
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,7,3,3,11064.351596061075
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2,4,1,2392.1310506254795
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,7,5,2,1776.7160933570212
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,4,5,2,10464.496850571086
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,2,1,1,757.8670115584191
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6,4,2,7207.4101038677
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,6,2,1,846.3974060147812
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,4,1,3,645.5597154519746
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,5,5,1,6658.7012376585335
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,5,5,1,868.6703161234618
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,3,5,1,5980.373765309173
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,6,2,1,9104.284443028944
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,1,4,5,6618.164907776564
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,7,3,1,11242.715906378455
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,6,4,2,2680.955340116523
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,5,6,1,785.9011765595405
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,2,4,4,2695.149723889973
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,6,2,2,1301.874463074755
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2,6,3,2910.3090004975156
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,4,2,2,3546.6048693904595
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,4,5,4,9976.683089773367
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,6,4,2,1678.7395594497812
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,4,1,2,2124.1135846882826
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,4,1,1,1895.33212675727
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,4,5,1,5285.787973193395
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,8,2,4,555.6309445095649
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,2,2,1,618.5404456958313
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,2,3,1,784.0446441426857
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,2,4,1,767.7496353179649
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,3,3,1,960.9230082923532
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,3,4,3,2113.594732346841
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,3,1,4,368.83359415422274
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,3,4,4,6287.076329336898
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4,2,3,4358.27117572623
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,5,4,5,988.4250616587187
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,3,2,3,5537.314993284447
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,2,5,2,6382.507978734866
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,3,5,3,15809.282453080172
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,4,6,3,14865.12837167321
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,4,5,1,5944.719142235657
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4,3,2,4678.908521568734
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,2,4,1,5047.100699620505
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,4,2,2,3338.229068896426
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,3,2,1,1067.3127872191562
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,5,5,2,1269.7414207743277
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,3,1,1,6775.209106604447
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,3,6,1,591.0207787281015
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,2,7,2,12044.242704902166
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,3,2,1,14028.568097091229
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,3,3,5,548.5856580036507
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3,2,2,3411.100851977759
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,5,3,3,1534.223469978755
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,7,2,3,300.72694363051414
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,2,2,1,5202.175675519418
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,2,5,5,16641.608103019735
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,4,1,1,919.0387804298225
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,8,7,1,499.8776193875565
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,5,3,2,11143.254159952874
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,3,2,2,5333.006080238778
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,3,4,1,867.6608411883735
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,2,1,2,5511.920225745137
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2,2,3,1932.5288022883597
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,4,2,2,878.0807435784227
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2,1,1,2348.25957011794
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,7,3,2,1181.837130718577
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,2,6,2,4785.070924918803
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,7,2,1,1152.7852090237357
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,3,4,2,9785.595992933668
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2,3,3,1695.7412287333032
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,6,2,1,9363.633775264785
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,4,6,3,837.2587679100125
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,3,7,1,644.8456240109153
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,2,1,3,4807.784507944958
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,2,6,4,1412.9532287894071
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,2,2,3,7238.7622083875
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,4,7,3,13154.893588103654
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,3,4,5,2173.187420767432
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,2,2,1,1531.9794158072073
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,5,1,1,874.6399922025448
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,6,4,1,2008.1646049325936
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,5,3,2,6879.898724362389
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,6,4,1,11273.045777269424
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,3,5,3,4537.430694342629
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,3,5,1,5999.707876262516
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,7,2,1,860.6244748927384
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,3,5,1,7740.825239050253
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,3,5,2,323.47627605879643
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,7,7,3,2568.0939793181687
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,3,6,4,260.74160885281344
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,3,1,4,5472.911223615292
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,4,7,3,2045.8654024670013
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,6,2,1,1021.1952416975473
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,3,3,3,5335.0961276867365
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6,5,1,5756.8945381990625
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,3,1,1,2877.9907036094246
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,3,6,1,8787.584738542144
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,5,2,1,1140.4292914013913
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,2,2,2,2134.5051663769373
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,7,3,2,1339.6939404879377
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2,2,1,2266.8743512234796
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,3,4,1,779.9021984169667
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,2,4,2,378.3356856713308
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,5,3,1,1715.6533902796637
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,4,3,2,855.0716397681645
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,5,4,2,8188.033926683816
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,5,7,1,1979.2333278567548
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,8,2,2,1252.5104951467438
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,3,2,1,1327.0797849072442
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,4,4,4,2926.398465357035
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,3,3,2,6000.6663154092985
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,2,5,1,13884.711600505707
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,5,3,1,11060.926691415842
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,3,3,1,5146.6466849925
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,5,2,1,1078.565295081149
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,8,6,1,727.461250168828
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,7,6,2,766.8760636533589
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,3,1,1,771.3748545128947
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,4,7,4,7936.995356779876
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,4,1,1,726.1819859548541
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,3,5,2,9157.179890131514
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2,3,2,2222.3922814693715
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,4,4,4,434.00499626915007
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2,4,2,2619.1714658490655
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,2,5,1,5740.359933024623
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4,3,4,4932.702775687576
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,4,2,2,693.7574832550927
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,4,3,1,731.5738933634093
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4,3,3,4880.496311908195
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,2,4,3,4604.388473883323
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,6,5,2,813.6219440036275
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,2,5,2,5963.813426950921
